,Document,Word,Keyword
251,3,verdiği,0
252,3,bir,0
253,3,şarkıyla,0
254,3,açılış,0
255,3,yapan,0
256,3,grup,0
257,3,son,0
258,3,olarak,0
259,3,bol,0
260,3,danslı,0
261,3,bir,0
262,3,klip,0
263,3,eşliğinde,0
264,3,Talk,0
265,3,About,0
266,3,It,0
267,3,i,0
268,3,servis,0
269,3,etti,0
270,4,Darkside,1
271,4,önce,0
272,4,23,0
273,4,Temmuz,0
274,4,yayımlayacağını,0
275,4,duyurduğu,0
276,4,Spiral,0
277,4,isimli,0
278,4,ikinci,0
279,4,albümünden,0
280,4,yeni,0
281,4,bir,0
282,4,tekli,0
283,4,paylaştı,0
284,4,Nicolas,0
285,4,Jaar,0
286,4,Dave,0
287,4,Harrington,0
288,4,un,0
289,4,2011,0
290,4,2014,0
291,4,yılları,0
292,4,arasında,0
293,4,Berlin,0
294,4,merkezli,0
295,4,kolektif,0
296,4,üretimlerinden,0
297,4,doğan,0
298,4,Darkside,1
299,4,ın,0
300,4,yeni,0
301,4,şarkısı,0
302,4,Lawmaker,0
303,4,ı,0
304,4,buradan,0
305,4,dinleyebilirsiniz,0
306,5,Kings,0
307,5,Of,0
308,5,Convenience,0
309,5,Peace,0
310,5,or,0
311,5,Love,0
312,5,Kings,0
313,5,Of,0
314,5,Convenience,0
315,5,geçtiğimiz,0
316,5,nisan,0
317,5,ayında,0
318,5,12,0
319,5,yıllık,0
320,5,aradan,0
321,5,sonra,0
322,5,Rocky,0
323,5,Trail,0
324,5,adını,0
325,5,verdikleri,0
326,5,yeni,0
327,5,bir,0
328,5,şarkıyla,0
329,5,çıkagelmişti,0
330,5,Sebebi,0
331,5,dönüşlerini,0
332,5,18,0
333,5,Haziran,0
334,5,yayımlanacak,0
335,5,Peace,0
336,5,or,0
337,5,Love,0
338,5,isimli,0
339,5,bir,0
340,5,albümle,0
341,5,taçlandırmaya,0
342,5,hazırlanan,0
343,5,Kings,0
344,5,Of,0
345,5,Convenience,0
346,5,ın,0
347,5,yeni,0
348,5,teklisi,0
349,5,Fever,0
350,5,ı,0
351,5,buradan,0
352,5,dinleyebilirsiniz,0
353,6,Krispy,0
354,6,Kreme,0
355,6,2016,0
356,6,yılında,0
357,6,JAB,0
358,6,Holding,0
359,6,tarafından,0
360,6,özelleştirilmesinden,0
361,6,yana,0
362,6,ilk,0
363,6,halka,0
364,6,arzını,0
365,6,gerçekleştirdi,0
366,6,DNUT,0
367,6,koduyla,0
368,6,Nasdaq,1
369,6,işlem,0
370,6,görecek,0
371,6,olan,0
372,6,şirket,0
373,6,halka,0
374,6,arzda,0
375,6,100,0
376,6,milyon,0
377,6,dolar,0
378,6,gelir,0
379,6,elde,0
380,6,etmeyi,0
381,6,hedefliyor,0
382,7,Billie,0
383,7,Eilish,0
384,7,30,0
385,7,Temmuz,0
386,7,piyasaya,0
387,7,çıkacağını,0
388,7,duyurduğu,0
389,7,şimdiye,0
390,7,kadar,0
391,7,üç,0
392,7,tekli,0
393,7,paylaştığı,0
394,7,Happier,0
395,7,Than,0
396,7,Ever,0
397,7,isimli,0
398,7,albümden,0
399,7,yeni,0
400,7,bir,0
401,7,şarkı,0
402,7,servis,0
403,7,etti,0
404,7,Billie,0
405,7,Eilish,0
406,7,in,0
407,7,bizzat,0
408,7,kendisinin,0
409,7,yönetmenliği,0
410,7,üstlendiği,0
411,7,klip,0
412,7,eşliğinde,0
413,7,yayımlanan,0
414,7,Lost,0
415,7,Cause,0
416,7,u,0
417,7,buradan,0
418,7,izleyebilirsiniz,0
419,8,40,0
420,8,İstanbul,0
421,8,Film,0
422,8,Festivali,0
423,8,nin,0
424,8,Ulusal,0
425,8,Belgesel,0
426,8,Ulusal,0
427,8,Kısa,0
428,8,Film,0
429,8,Yarışması,0
430,8,sonuçlandı,0
431,8,Ödüller,0
432,8,En,0
433,8,İyi,0
434,8,Belgesel,0
435,8,Ödülü,0
436,8,nü,0
437,8,insanın,0
438,8,hayvanlarla,0
439,8,kurduğu,0
440,8,ilişkiyi,0
441,8,farklı,0
442,8,kültürel,0
443,8,alanlarda,0
444,8,inceleme,0
445,8,amacını,0
446,8,taşıyan,0
447,8,meselesini,0
448,8,yaratıcı,0
449,8,bir,0
450,8,sinema,0
451,8,diliyle,0
452,8,ortaya,0
453,8,koyarken,0
454,8,ele,0
455,8,aldığı,0
456,8,konular,0
457,8,üzerine,0
458,8,bir,0
459,8,düşünme,0
460,8,tartışma,0
461,8,alanı,0
462,8,açmayı,0
463,8,başardığı,0
464,8,Yusuf,0
465,8,Emre,0
466,8,Yalçın,0
467,8,ın,0
468,8,yönettiği,0
469,8,Anima,0
470,8,En,0
471,8,İyi,0
472,8,Kısa,0
473,8,Film,0
474,8,Ödülü,0
475,8,nü,0
476,8,çarpıcı,0
477,8,hikâyesi,0
478,8,sarsıcı,0
479,8,performansları,0
480,8,birinci,0
481,8,sınıf,0
482,8,görüntü,0
483,8,sanat,0
484,8,yönetimi,0
485,8,olgun,0
486,8,kontrollü,0
487,8,yönetmenlik,0
488,8,anlayışı,0
489,8,sebebiyle,0
490,8,Serhat,0
491,8,Karaaslan,0
492,8,ın,0
493,8,yönettiği,0
494,8,Suçlular,0
495,8,kazandı,0
496,9,Lucas,0
497,9,Santtana,0
498,9,3,0
499,9,Sessions,0
500,9,in,0
501,9,a,0
502,9,Greenhouse,0
503,9,2021,0
504,9,remaster,0
505,9,Wolf,0
506,9,Alice,0
507,9,Blue,0
508,9,Weekend,0
509,9,DMX,0
510,9,Exodus,0
511,9,Kele,0
512,9,The,0
513,9,Waves,0
514,9,Pt,0
515,9,1,0
516,9,Crowded,0
517,9,House,0
518,9,Dreamers,0
519,9,Are,0
520,9,Waiting,0
521,9,Jim,0
522,9,Snidero,0
523,9,Live,0
524,9,at,0
525,9,the,0
526,9,Deer,0
527,9,Head,0
528,9,Inn,0
529,9,https,0
530,9,open,0
531,9,spotify,0
532,9,com,0
533,9,playlist,0
534,9,3Q2iJpY9b9SK4ZrUuGUSO2,0
535,9,si,0
536,9,63ce35946dd348fa,0
537,10,Sinema,0
538,10,salonları,0
539,10,1,0
540,10,Temmuz,0
541,10,a,0
542,10,kadar,0
543,10,kapalı,0
544,10,kalmaya,0
545,10,devam,0
546,10,edecek,0
547,10,Yayımlanan,0
548,10,genelgede,0
549,10,Kültür,0
550,10,Turizm,0
551,10,Bakanlığı,0
552,10,yetkilileri,0
553,10,sektör,0
554,10,temsilcileriyle,0
555,10,yapılan,0
556,10,görüşmeler,0
557,10,sonucunda,0
558,10,salgınla,0
559,10,mücadele,0
560,10,tedbirleri,0
561,10,kapsamında,0
562,10,devamlılığın,0
563,10,sağlanması,0
564,10,hususu,0
565,10,göz,0
566,10,önünde,0
567,10,bulundurularak,0
568,10,kararın,0
569,10,alındığı,0
570,10,belirtildi,0
571,10,Bir,0
572,10,adım,0
573,10,geriden,0
574,10,1,0
575,10,Haziran,0
576,10,yayımlanan,0
577,10,genelgede,0
578,10,sinema,0
579,10,salonlarının,0
580,10,pazar,0
581,10,günleri,0
582,10,hariç,0
583,10,gün,0
584,10,07,0
585,10,00,0
586,10,21,0
587,10,00,0
588,10,saatleri,0
589,10,arasında,0
590,10,50,0
591,10,kapasiteyle,0
592,10,faaliyet,0
593,10,gösterebileceği,0
594,10,belirtilmiş,0
595,10,bağımsız,0
596,10,sinema,0
597,10,salonları,0
598,10,hafta,0
599,10,sonu,0
600,10,özel,0
601,10,gösterimler,0
602,10,düzenlemek,0
603,10,çalışmalarına,0
604,10,başlamıştı,0
605,11,Getir,1
606,11,Londra,0
607,11,nın,0
608,11,ardından,0
609,11,Amsterdam,0
610,11,faaliyet,0
611,11,göstermeye,0
612,11,başladı,0
613,11,Şirket,0
614,11,yakın,0
615,11,zamanda,0
616,11,Paris,0
617,11,Berlin,0
618,11,hizmet,0
619,11,vermeye,0
620,11,başlayacağını,0
621,11,duyurdu,0
622,12,Fransa,0
623,12,Fransız,0
624,12,stereotiplemesinin,0
625,12,lezzetli,0
626,12,pikniklerin,0
627,12,başını,0
628,12,çeken,0
629,12,baget,1
630,12,ekmeği,0
631,12,UNESCO,1
632,12,Somut,0
633,12,Olmayan,0
634,12,Kültürel,0
635,12,Miras,0
636,12,listesine,0
637,12,dâhil,0
638,12,etmek,0
639,12,başvuruda,0
640,12,bulundu,0
641,12,Sonucun,0
642,12,2022,0
643,12,sonbaharında,0
644,12,açıklanması,0
645,12,bekleniyor,0
646,12,Neden,0
647,12,baget,1
648,12,Fransa,0
649,12,Kültür,0
650,12,Bakanı,0
651,12,Roselyne,0
652,12,Bachelot,0
653,12,bageti,0
654,12,yaşayan,0
655,12,mirasın,0
656,12,bir,0
657,12,parçası,0
658,12,birleştirici,0
659,12,güç,0
660,12,olması,0
661,12,nedeniyle,0
662,12,seçtiklerini,0
663,12,açıkladı,0
664,13,Fotoğraf,0
665,13,Aly,0
666,13,Song,0
667,13,Reuters,0
668,13,Çin,0
669,13,düzenleyici,0
670,13,kurumlar,0
671,13,Alibaba,0
672,13,nın,0
673,13,finansal,0
674,13,teknoloji,0
675,13,şirketi,0
676,13,Ant,0
677,13,Group,0
678,13,un,0
679,13,tüketici,0
680,13,kredisi,0
681,13,vermek,0
682,13,yeni,0
683,13,bir,0
684,13,birim,0
685,13,kurmasını,0
686,13,kabul,0
687,13,etti,0
688,13,Neden,0
689,13,önemli,0
690,13,Ant,0
691,13,Group,0
692,13,gelirlerinin,0
693,13,40,0
694,13,ını,0
695,13,çevrim,0
696,13,içi,0
697,13,krediler,0
698,13,üzerinden,0
699,13,sağlıyor,0
700,13,Geçtiğimiz,0
701,13,yıl,0
702,13,durum,0
703,13,ortaya,0
704,13,çıktığında,0
705,13,yetkililer,0
706,13,şirketin,0
707,13,halka,0
708,13,arzını,0
709,13,askıya,0
710,13,almış,0
711,13,finansal,0
712,13,teknoloji,0
713,13,şirketlerinin,0
714,13,kredi,0
715,13,verme,0
716,13,işlemlerine,0
717,13,dair,0
718,13,birtakım,0
719,13,yeni,0
720,13,düzenlemeler,0
721,13,getirmişti,0
722,13,Yeni,0
723,13,birime,0
724,13,verilen,0
725,13,onayla,0
726,13,Ant,0
727,13,Group,0
728,13,Çin,0
729,13,in,0
730,13,düzenleyici,0
731,13,kurumları,0
732,13,arasında,0
733,13,gerginliğin,0
734,13,hafiflemesi,0
735,13,bekleniyor,0
736,14,Danimarka,1
737,14,parlamento,0
738,14,iltica,0
739,14,başvurusu,0
740,14,yapan,0
741,14,sığınmacıların,0
742,14,durumlarına,0
743,14,karar,0
744,14,verilinceye,0
745,14,dek,0
746,14,Avrupa,0
747,14,Birliği,0
748,14,dışındaki,0
749,14,ülkelere,0
750,14,gönderilmelerini,0
751,14,öngören,0
752,14,yasa,0
753,14,tasarısını,0
754,14,onayladı,0
755,14,Avrupa,0
756,14,Komisyonu,0
757,14,kaygılı,0
758,14,olduğunu,0
759,14,bildirdi,0
760,14,Detaylar,0
761,14,Yasaya,0
762,14,göre,0
763,14,mülteci,0
764,14,kamplarının,0
765,14,kurulması,0
766,14,idaresi,0
767,14,gönüllü,0
768,14,olacak,0
769,14,ülkeler,0
770,14,aranacak,0
771,14,göç,0
772,14,hatlarında,0
773,14,çalışan,0
774,14,uluslararası,0
775,14,yardım,0
776,14,kuruluşlarına,0
777,14,mali,0
778,14,destek,0
779,14,sağlanacak,0
780,15,İtalya,0
781,15,Serie,0
782,15,A,0
783,15,ekiplerinden,0
784,15,Inter,1
785,15,teknik,0
786,15,direktörlük,0
787,15,görevine,0
788,15,Simone,0
789,15,Inzaghi,0
790,15,nin,0
791,15,getirildiğini,0
792,15,açıkladı,0
793,15,Son,0
794,15,beş,0
795,15,yıldır,0
796,15,Lazio,0
797,15,yu,0
798,15,çalıştıran,0
799,15,Inzaghi,0
800,15,2018,0
801,15,19,0
802,15,sezonunda,0
803,15,İtalya,0
804,15,Kupası,0
805,15,nı,0
806,15,2017,0
807,15,2019,0
808,15,İtalya,0
809,15,Süper,0
810,15,Kupası,0
811,15,nı,0
812,15,kazanmıştı,0
813,16,Çevre,0
814,16,Şehircilik,0
815,16,Bakanı,0
816,16,Murat,0
817,16,Kurum,0
818,16,Marmara,0
819,16,Denizi,0
820,16,nin,0
821,16,farklı,0
822,16,noktalarında,0
823,16,görülen,0
824,16,müsilaj,1
825,16,ilgili,0
826,16,bir,0
827,16,acil,0
828,16,bir,0
829,16,eylem,0
830,16,planı,0
831,16,hazırlandığını,0
832,16,açıkladı,0
833,17,Rekabet,0
834,17,Kurulu,0
835,17,hızlı,0
836,17,tüketim,0
837,17,malları,0
838,17,taşımacılık,0
839,17,sektöründe,0
840,17,faaliyet,0
841,17,gösteren,0
842,17,15,0
843,17,şirket,0
844,17,hakkında,0
845,17,soruşturma,0
846,17,açtı,0
847,17,Hızlı,0
848,17,tüketim,0
849,17,Soruşturma,0
850,17,kapsamında,0
851,17,Eti,0
852,17,Gıda,0
853,17,Kent,0
854,17,Gıda,0
855,17,Şölen,0
856,17,Çikolata,0
857,17,Pepsi,0
858,17,Cola,0
859,17,şirketler,0
860,17,yer,0
861,17,alıyor,0
862,17,Taşımacılık,0
863,17,hizmetleri,0
864,17,Biopharma,0
865,17,Logistics,0
866,17,Transorient,0
867,17,Tunaset,0
868,17,aralarında,0
869,17,müşteri,0
870,17,paylaşımına,0
871,17,yönelik,0
872,17,sözleşmeler,0
873,17,akdetmek,0
874,17,paylaşılan,0
875,17,müşterilere,0
876,17,yönelik,0
877,17,süresiz,0
878,17,rekabet,0
879,17,etmeme,0
880,17,yükümlülüğü,0
881,17,tesis,0
882,17,etmekle,0
883,17,suçlanıyor,0
884,18,ABD,0
885,18,merkezli,0
886,18,sinema,0
887,18,zinciri,0
888,18,AMC,0
889,18,Entertainment,0
890,18,11,0
891,18,milyondan,0
892,18,fazla,0
893,18,hisse,0
894,18,satmayı,0
895,18,planladığını,0
896,18,duyurdu,0
897,18,Açıklama,0
898,18,sonrası,0
899,18,şirket,0
900,18,hisseleri,0
901,18,piyasa,0
902,18,açılışı,0
903,18,öncesinde,0
904,18,27,0
905,18,değer,0
906,18,kaybetti,0
907,18,Bir,0
908,18,adım,0
909,18,geriden,0
910,18,Geçtiğimiz,0
911,18,salı,0
912,18,günü,0
913,18,bireysel,0
914,18,yatırımcılara,0
915,18,özel,0
916,18,film,0
917,18,gösterimleri,0
918,18,ücretsiz,0
919,18,patlamış,0
920,18,mısır,0
921,18,ödüller,0
922,18,vereceğini,0
923,18,açıklayan,0
924,18,şirketin,0
925,18,hisseleri,0
926,18,93,0
927,18,değer,0
928,18,kazanmıştı,0
929,19,NASA,1
930,19,Venüs,0
931,19,ü,0
932,19,incelemek,0
933,19,DAVINCI,0
934,19,VERITAS,0
935,19,isimli,0
936,19,görevler,0
937,19,kapsamında,0
938,19,gezegene,0
939,19,uzay,0
940,19,aracı,0
941,19,gönderecek,0
942,19,Öte,0
943,19,yandan,0
944,19,SpaceX,1
945,19,2023,0
946,19,yılına,0
947,19,kadar,0
948,19,sivil,0
949,19,astronotları,0
950,19,üç,0
951,19,farklı,0
952,19,görev,0
953,19,Uluslararası,0
954,19,Uzay,0
955,19,İstasyonu,0
956,19,na,0
957,19,göndermek,0
958,19,üzere,0
959,19,Axiom,0
960,19,Space,0
961,19,le,0
962,19,anlaşma,0
963,19,yaptı,0
964,20,Fotoğraf,0
965,20,UNICEF,0
966,20,ABD,0
967,20,Başkanı,0
968,20,Joe,0
969,20,Biden,0
970,20,dünyayla,0
971,20,paylaşacakları,0
972,20,25,0
973,20,milyon,0
974,20,doz,0
975,20,Covid,0
976,20,19,0
977,20,aşısının,0
978,20,19,0
979,20,milyonunun,0
980,20,Dünya,0
981,20,Sağlık,0
982,20,Örgütü,0
983,20,nün,0
984,20,COVAX,0
985,20,programıyla,0
986,20,Latin,0
987,20,Amerika,0
988,20,Karayipler,0
989,20,Asya,0
990,20,Afrika,0
991,20,kalan,0
992,20,6,0
993,20,milyonunun,0
994,20,Kanada,0
995,20,Meksika,0
996,20,Güney,0
997,20,Kore,0
998,20,Hindistan,0
999,20,müttefik,0
1000,20,ülkelere,0
1001,20,gönderileceğini,0
1002,20,açıkladı,0
1003,20,Öte,0
1004,20,yandan,0
1005,20,Biden,0
1006,20,haziran,0
1007,20,sonuna,0
1008,20,dek,0
1009,20,80,0
1010,20,milyon,0
1011,20,doz,0
1012,20,aşıyı,0
1013,20,dünyayla,0
1014,20,paylaşmayı,0
1015,20,hedeflediklerini,0
1016,20,COVAX,0
1017,20,a,0
1018,20,4,0
1019,20,milyar,0
1020,20,doların,0
1021,20,üzerinde,0
1022,20,destek,0
1023,20,taahhüt,0
1024,20,ettiklerini,0
1025,20,aşı,0
1026,20,patentlerinin,0
1027,20,kaldırılması,0
1028,20,konusundaki,0
1029,20,düşüncesini,0
1030,20,sürdürdüğünü,0
1031,20,açıkladı,0
1032,21,Günün,0
1033,21,öne,0
1034,21,çıkan,0
1035,21,karşılaşmaları,0
1036,21,Erkek,0
1037,21,futbol,0
1038,21,ülkeler,0
1039,21,arası,0
1040,21,hazırlık,0
1041,21,maçı,0
1042,21,İspanya,0
1043,21,Portekiz,0
1044,21,20,0
1045,21,30,0
1046,21,S,0
1047,21,Sport,0
1048,21,2,0
1049,21,Avrupa,0
1050,21,Erkekler,0
1051,21,Voleybol,0
1052,21,Altın,0
1053,21,Ligi,0
1054,21,Türkiye,0
1055,21,Belarus,0
1056,21,16,0
1057,21,00,0
1058,21,TRT,0
1059,21,Spor,0
1060,22,Cinsel,0
1061,22,saldırı,0
1062,22,suçundan,0
1063,22,tutuksuz,0
1064,22,yargılanan,0
1065,22,Uzman,0
1066,22,Çavuş,0
1067,22,Musa,0
1068,22,Orhan,0
1069,22,a,0
1070,22,hakaret,0
1071,22,ettiği,0
1072,22,gerekçesiyle,0
1073,22,2,0
1074,22,yıl,0
1075,22,4,0
1076,22,ay,0
1077,22,hapis,0
1078,22,cezası,0
1079,22,istenen,0
1080,22,oyuncu,0
1081,22,Ezgi,0
1082,22,Mola,0
1083,22,destek,0
1084,22,veren,0
1085,22,16,0
1086,22,kişi,0
1087,22,hakkında,0
1088,22,Orhan,0
1089,22,ın,0
1090,22,avukatı,0
1091,22,tarafından,0
1092,22,suç,0
1093,22,duyurusunda,0
1094,22,bulunuldu,0
1095,23,Türkiye,0
1096,23,İstatistik,0
1097,23,Kurumu,0
1098,23,verilerine,0
1099,23,göre,0
1100,23,tüketici,0
1101,23,fiyat,0
1102,23,endeksi,0
1103,23,mayıs,0
1104,23,ayında,0
1105,23,aylık,0
1106,23,bazda,0
1107,23,089,0
1108,23,yıllık,0
1109,23,bazda,0
1110,23,1659,0
1111,23,artış,0
1112,23,gösterdi,0
1113,23,Bir,0
1114,23,grup,0
1115,23,akademisyen,0
1116,23,tarafından,0
1117,23,kurulan,0
1118,23,Enflasyon,1
1119,23,Araştırma,0
1120,23,Grubu,0
1121,23,verilerine,0
1122,23,göre,0
1123,23,mayısta,0
1124,23,aylık,0
1125,23,enflasyon,1
1126,23,394,0
1127,23,oldu,0
1128,23,Uluslararası,0
1129,23,perspektif,0
1130,23,Barclays,0
1131,23,Türkiye,0
1132,23,yıl,0
1133,23,sonu,0
1134,23,enflasyon,1
1135,23,tahminini,0
1136,23,03,0
1137,23,puan,0
1138,23,artışla,0
1139,23,138,0
1140,23,seviyesine,0
1141,23,yükseltti,0
1142,23,Citigroup,0
1143,23,mayısta,0
1144,23,beklenenden,0
1145,23,düşük,0
1146,23,gelen,0
1147,23,enflasyon,1
1148,23,verisinin,0
1149,23,faiz,0
1150,23,görünümünü,0
1151,23,değiştirmediğini,0
1152,23,ifade,0
1153,23,etti,0
1154,24,SPONSORLU,0
1155,24,SALT,0
1156,24,Galata,0
1157,24,Ardışık,0
1158,24,II,0
1159,24,Kazı,0
1160,24,Yüzey,0
1161,24,Ardışık,0
1162,24,programının,0
1163,24,27,0
1164,24,Haziran,0
1165,24,a,0
1166,24,kadar,0
1167,24,sürecek,0
1168,24,olan,0
1169,24,ikinci,0
1170,24,sergisi,0
1171,24,Kazı,0
1172,24,Yüzey,0
1173,24,deki,0
1174,24,derlenerek,0
1175,24,giriş,0
1176,24,katının,0
1177,24,yanı,0
1178,24,sıra,0
1179,24,uzaktan,0
1180,24,incelemeye,0
1181,24,açılıyor,0
1182,25,NBA,1
1183,25,konferans,0
1184,25,yarı,0
1185,25,finallerine,0
1186,25,yükselen,0
1187,25,üç,0
1188,25,takım,0
1189,25,belli,0
1190,25,oldu,0
1191,25,Philadelphia,0
1192,25,76ers,0
1193,25,Washington,0
1194,25,Wizards,0
1195,25,ı,0
1196,25,129,0
1197,25,112,0
1198,25,yenerek,0
1199,25,seriyi,0
1200,25,4,0
1201,25,1,0
1202,25,kazandı,0
1203,25,Atlanta,0
1204,25,Hawks,0
1205,25,New,0
1206,25,York,0
1207,25,Knicks,0
1208,25,i,0
1209,25,103,0
1210,25,89,0
1211,25,mağlup,0
1212,25,ederek,0
1213,25,seriyi,0
1214,25,4,0
1215,25,1,0
1216,25,kazandı,0
1217,25,Normal,0
1218,25,sezonda,0
1219,25,Batı,0
1220,25,Konferansı,0
1221,25,nı,0
1222,25,lider,0
1223,25,tamamlayan,0
1224,25,Utah,0
1225,25,Jazz,0
1226,25,Memphis,0
1227,25,Grizzlies,0
1228,25,i,0
1229,25,126,0
1230,25,110,0
1231,25,mağlup,0
1232,25,etti,0
1233,25,seriyi,0
1234,25,4,0
1235,25,1,0
1236,25,kazandı,0
1237,26,Twitter,0
1238,26,ücretli,0
1239,26,abonelik,0
1240,26,hizmeti,0
1241,26,Twitter,0
1242,26,Blue,0
1243,26,yu,0
1244,26,Kanada,0
1245,26,Avustralya,0
1246,26,kullanıma,0
1247,26,sundu,0
1248,26,Twitter,0
1249,26,Blue,0
1250,26,tweet,0
1251,26,leri,0
1252,26,geri,0
1253,26,alma,0
1254,26,yer,0
1255,26,imi,0
1256,26,klasörlerine,0
1257,26,ekleme,0
1258,26,uygulamanın,0
1259,26,renk,0
1260,26,temasını,0
1261,26,değiştirme,0
1262,26,okuyucu,0
1263,26,modu,0
1264,26,özelliklerini,0
1265,26,içeriyor,0
1266,27,Sedat,0
1267,27,Peker,0
1268,27,in,0
1269,27,kardeşi,0
1270,27,Atilla,0
1271,27,Peker,0
